id,name,host_id,host_name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews
2041,Beach House,1057,Diana,Neighbourhood B,Entire home/apt,74,18,12
2042,Shared Dorm,1479,Alice,Neighbourhood C,Private room,76,1,146
2043,City Conda,1932,Bob,Neighbourhood C,Private room,481,7,261
2044,Luxury Villa,1590,Bob,Neighbourhood C,Hotel room,251,7,145
2045,Shared Dorm,1459,Charlie,Neighbourhood C,Shared room,315,13,8
2046,Beach House,1060,Bob,Neighbourhood A,Entire home/apt,110,16,80
2047,City Conda,1368,Elon,Neighbourhood C,Entire home/apt,473,12,67
2048,Luxury Villa,1120,Bob,Neighbourhood C,Private room,309,29,125
2049,Shared Dorm,1718,Elon,Neighbourhood A,Private room,316,19,49
2050,Luxury Villa,1545,Elon,Neighbourhood B,Shared room,313,6,69
2051,Beach House,1581,Alice,Neighbourhood B,Entire home/apt,458,7,138
2052,Luxury Villa,1016,Bob,Neighbourhood A,Shared room,417,25,169
2053,Cozy Apt,1495,Alice,Neighbourhood B,Entire home/apt,218,17,89
2054,Shared Dorm,1496,Elon,Neighbourhood B,Private room,68,29,138
2055,Luxury Villa,1504,Bob,Neighbourhood D,Shared room,112,19,71
2056,Beach House,1531,Bob,Neighbourhood D,Hotel room,437,5,244
2057,Beach House,1968,Alice,Neighbourhood D,Private room,356,3,66
2058,Luxury Villa,1314,Alice,Neighbourhood A,Hotel room,459,24,129
2059,Beach House,1068,Elon,Neighbourhood C,Hotel room,466,26,209
2060,City Conda,1726,Elon,Neighbourhood A,Hotel room,205,22,193
2061,City Conda,1160,Bob,Neighbourhood A,Entire home/apt,38,18,25
2062,City Conda,1613,Bob,Neighbourhood A,Hotel room,307,17,292
2063,Cozy Apt,1887,Diana,Neighbourhood A,Entire home/apt,412,26,217
2064,Luxury Villa,1717,Diana,Neighbourhood D,Shared room,287,21,35
2065,Cozy Apt,1144,Charlie,Neighbourhood A,Private room,376,11,15
2066,Beach House,1568,Elon,Neighbourhood D,Entire home/apt,301,25,77
2067,Cozy Apt,1594,Charlie,Neighbourhood C,Entire home/apt,290,26,20
2068,Beach House,1992,Charlie,Neighbourhood B,Shared room,425,9,134
2069,Beach House,1384,Alice,Neighbourhood D,Shared room,209,17,244
2070,Shared Dorm,1268,Alice,Neighbourhood A,Private room,183,19,183
2071,City Conda,1922,Diana,Neighbourhood C,Shared room,44,13,171
2072,Beach House,1453,Charlie,Neighbourhood A,Entire home/apt,96,6,53
2073,Shared Dorm,1698,Diana,Neighbourhood C,Private room,358,21,92
2074,City Conda,1517,Elon,Neighbourhood B,Private room,216,4,292
2075,Beach House,1864,Bob,Neighbourhood C,Private room,377,29,175
2076,Beach House,1349,Alice,Neighbourhood C,Hotel room,452,18,189
2077,Cozy Apt,1109,Elon,Neighbourhood B,Hotel room,92,12,245
2078,Cozy Apt,1482,Elon,Neighbourhood B,Entire home/apt,385,28,294
2079,City Conda,1406,Alice,Neighbourhood C,Hotel room,310,28,191
2080,Beach House,1649,Alice,Neighbourhood A,Shared room,70,4,103
2081,Luxury Villa,1050,Charlie,Neighbourhood D,Private room,57,5,67
2082,Cozy Apt,1402,Diana,Neighbourhood A,Entire home/apt,396,12,154
2083,City Conda,1562,Elon,Neighbourhood D,Shared room,306,18,225
2084,Beach House,1475,Charlie,Neighbourhood B,Private room,250,26,232
2085,Beach House,1086,Charlie,Neighbourhood A,Shared room,246,17,103
2086,Luxury Villa,1067,Elon,Neighbourhood B,Hotel room,251,23,239
2087,City Conda,1595,Elon,Neighbourhood C,Shared room,90,23,211
2088,Beach House,1978,Bob,Neighbourhood C,Hotel room,132,24,125
2089,Cozy Apt,1041,Diana,Neighbourhood A,Shared room,214,10,122
2090,Luxury Villa,1730,Elon,Neighbourhood B,Entire home/apt,424,6,35
2091,City Conda,1056,Alice,Neighbourhood A,Hotel room,176,17,237
2092,Luxury Villa,1737,Bob,Neighbourhood A,Hotel room,104,8,241
2093,Cozy Apt,1195,Diana,Neighbourhood D,Private room,30,2,132
2094,City Conda,1759,Alice,Neighbourhood C,Hotel room,445,12,226
2095,Luxury Villa,1677,Alice,Neighbourhood A,Private room,498,3,89
2096,Shared Dorm,1061,Diana,Neighbourhood C,Hotel room,394,24,254
2097,Cozy Apt,1262,Bob,Neighbourhood D,Hotel room,362,20,82
2098,Cozy Apt,1111,Alice,Neighbourhood B,Hotel room,191,21,138
2099,Cozy Apt,1764,Charlie,Neighbourhood A,Hotel room,46,25,19
2100,Shared Dorm,1710,Diana,Neighbourhood C,Private room,272,27,83
2101,Shared Dorm,1177,Diana,Neighbourhood A,Entire home/apt,468,23,26
2102,Beach House,1947,Elon,Neighbourhood B,Shared room,396,26,57
2103,Luxury Villa,1025,Bob,Neighbourhood A,Hotel room,48,28,216
2104,Beach House,1409,Charlie,Neighbourhood A,Hotel room,359,7,124
2105,Luxury Villa,1757,Charlie,Neighbourhood C,Entire home/apt,455,1,287
2106,Shared Dorm,1530,Elon,Neighbourhood B,Private room,88,17,199
2107,Shared Dorm,1776,Alice,Neighbourhood D,Shared room,230,8,282
2108,Beach House,1316,Alice,Neighbourhood B,Entire home/apt,144,10,213
2109,City Conda,1531,Charlie,Neighbourhood B,Entire home/apt,232,17,155
2110,Beach House,1105,Bob,Neighbourhood D,Entire home/apt,323,16,17
2111,Luxury Villa,1748,Alice,Neighbourhood A,Entire home/apt,60,10,104
2112,Beach House,1817,Diana,Neighbourhood C,Hotel room,223,15,158
2113,Cozy Apt,1463,Elon,Neighbourhood A,Shared room,135,16,40
2114,Luxury Villa,1245,Bob,Neighbourhood A,Hotel room,396,18,289
2115,Luxury Villa,1080,Alice,Neighbourhood D,Entire home/apt,482,4,6
2116,City Conda,1661,Charlie,Neighbourhood D,Shared room,335,25,4
2117,Shared Dorm,1908,Elon,Neighbourhood A,Entire home/apt,155,7,20
2118,Luxury Villa,1395,Alice,Neighbourhood B,Private room,443,29,133
2119,Shared Dorm,1521,Charlie,Neighbourhood C,Entire home/apt,132,29,119
2120,Beach House,1832,Alice,Neighbourhood B,Entire home/apt,192,12,241
2121,Cozy Apt,1735,Elon,Neighbourhood A,Private room,344,23,105
2122,City Conda,1925,Diana,Neighbourhood A,Hotel room,150,12,130
2123,Shared Dorm,1263,Diana,Neighbourhood C,Shared room,269,26,37
2124,Luxury Villa,1660,Charlie,Neighbourhood B,Entire home/apt,430,23,86
2125,Shared Dorm,1789,Diana,Neighbourhood A,Entire home/apt,124,21,112
2126,Luxury Villa,1273,Elon,Neighbourhood A,Private room,479,1,250
2127,Shared Dorm,1705,Charlie,Neighbourhood D,Shared room,237,21,70
2128,Luxury Villa,1943,Alice,Neighbourhood C,Private room,178,24,263
2129,Beach House,1171,Bob,Neighbourhood D,Entire home/apt,379,28,68
2130,Luxury Villa,1264,Alice,Neighbourhood D,Hotel room,337,12,254
2131,Luxury Villa,1962,Elon,Neighbourhood D,Hotel room,222,23,274
2132,Cozy Apt,1821,Charlie,Neighbourhood A,Shared room,171,7,85
2133,Luxury Villa,1025,Alice,Neighbourhood B,Entire home/apt,301,15,217
2134,Cozy Apt,1468,Charlie,Neighbourhood D,Private room,340,2,49
2135,City Conda,1861,Diana,Neighbourhood B,Entire home/apt,422,1,133
2136,Cozy Apt,1475,Bob,Neighbourhood A,Private room,421,4,229
2137,Beach House,1355,Elon,Neighbourhood D,Private room,230,8,60
2138,Cozy Apt,1025,Alice,Neighbourhood A,Shared room,191,17,251
2139,City Conda,1033,Bob,Neighbourhood D,Private room,138,29,229
2140,Beach House,1263,Elon,Neighbourhood D,Shared room,446,18,57
2141,Shared Dorm,1137,Elon,Neighbourhood A,Hotel room,499,23,184
2142,Shared Dorm,1815,Diana,Neighbourhood C,Shared room,379,5,202
2143,Cozy Apt,1694,Charlie,Neighbourhood C,Shared room,292,6,31
2144,Cozy Apt,1874,Charlie,Neighbourhood B,Shared room,239,12,144
2145,City Conda,1753,Bob,Neighbourhood B,Hotel room,178,24,168
2146,City Conda,1565,Diana,Neighbourhood A,Shared room,285,28,21
2147,Luxury Villa,1461,Elon,Neighbourhood A,Private room,418,16,297
2148,City Conda,1167,Diana,Neighbourhood A,Private room,228,9,78
2149,Luxury Villa,1630,Diana,Neighbourhood C,Shared room,425,15,135
2150,Beach House,1654,Bob,Neighbourhood C,Private room,472,8,175
2151,Cozy Apt,1080,Charlie,Neighbourhood D,Shared room,366,12,76
2152,Beach House,1756,Diana,Neighbourhood D,Hotel room,215,14,29
2153,City Conda,1913,Diana,Neighbourhood A,Private room,373,17,283
2154,Beach House,1863,Diana,Neighbourhood A,Shared room,194,14,152
2155,Beach House,1869,Alice,Neighbourhood B,Entire home/apt,137,27,212
2156,Beach House,1406,Diana,Neighbourhood C,Hotel room,112,20,178
2157,City Conda,1573,Diana,Neighbourhood A,Entire home/apt,330,5,294
2158,Beach House,1045,Elon,Neighbourhood C,Shared room,109,13,82
2159,Luxury Villa,1598,Alice,Neighbourhood A,Private room,282,25,199
2160,City Conda,1610,Diana,Neighbourhood D,Shared room,54,6,128
2161,Beach House,1806,Diana,Neighbourhood A,Private room,312,14,293
2162,City Conda,1910,Bob,Neighbourhood D,Shared room,80,6,190
2163,Shared Dorm,1052,Bob,Neighbourhood B,Shared room,404,3,51
2164,Luxury Villa,1983,Alice,Neighbourhood B,Private room,455,16,82
2165,Beach House,1703,Elon,Neighbourhood B,Private room,137,12,187
2166,Shared Dorm,1958,Alice,Neighbourhood A,Shared room,484,14,12
2167,Shared Dorm,1475,Alice,Neighbourhood B,Entire home/apt,267,2,218
2168,City Conda,1591,Bob,Neighbourhood A,Hotel room,455,18,16
2169,Shared Dorm,1015,Bob,Neighbourhood C,Entire home/apt,345,7,241
2170,Luxury Villa,1359,Elon,Neighbourhood D,Entire home/apt,357,5,157
2171,Luxury Villa,1486,Diana,Neighbourhood C,Entire home/apt,492,12,165
2172,Cozy Apt,1837,Elon,Neighbourhood A,Entire home/apt,215,26,138
2173,Luxury Villa,1705,Diana,Neighbourhood B,Private room,109,17,293
2174,Shared Dorm,1501,Charlie,Neighbourhood D,Entire home/apt,357,12,27
2175,Luxury Villa,1140,Bob,Neighbourhood B,Hotel room,125,21,160
2176,City Conda,1619,Charlie,Neighbourhood C,Private room,411,11,181
2177,Cozy Apt,1814,Charlie,Neighbourhood A,Entire home/apt,494,1,279
2178,Shared Dorm,1776,Bob,Neighbourhood D,Private room,179,9,154
2179,Cozy Apt,1446,Charlie,Neighbourhood D,Entire home/apt,381,8,213
2180,Shared Dorm,1289,Alice,Neighbourhood A,Entire home/apt,471,14,68
2181,City Conda,1208,Diana,Neighbourhood A,Hotel room,424,4,294
2182,Cozy Apt,1474,Elon,Neighbourhood D,Private room,394,11,208
2183,Beach House,1412,Bob,Neighbourhood C,Private room,35,17,156
2184,Shared Dorm,1676,Alice,Neighbourhood C,Shared room,51,27,74
2185,Beach House,1426,Elon,Neighbourhood B,Entire home/apt,491,8,286
2186,Cozy Apt,1853,Elon,Neighbourhood D,Entire home/apt,249,21,230
2187,Beach House,1370,Elon,Neighbourhood A,Hotel room,388,1,64
2188,Beach House,1831,Charlie,Neighbourhood A,Hotel room,41,18,270
2189,Cozy Apt,1663,Charlie,Neighbourhood A,Private room,312,5,82
2190,City Conda,1966,Charlie,Neighbourhood A,Hotel room,414,29,73
2191,Beach House,1289,Charlie,Neighbourhood D,Private room,221,25,264
2192,Beach House,1431,Alice,Neighbourhood C,Entire home/apt,487,26,268
2193,City Conda,1267,Charlie,Neighbourhood B,Entire home/apt,254,8,89
2194,Beach House,1150,Bob,Neighbourhood C,Private room,365,27,299
2195,Beach House,1718,Elon,Neighbourhood B,Hotel room,196,26,1
2196,Beach House,1254,Alice,Neighbourhood A,Hotel room,345,8,175
2197,Luxury Villa,1352,Charlie,Neighbourhood A,Private room,145,29,124
2198,City Conda,1376,Elon,Neighbourhood D,Entire home/apt,355,9,267
2199,Beach House,1652,Alice,Neighbourhood A,Private room,467,18,214
2200,City Conda,1854,Elon,Neighbourhood D,Hotel room,438,7,66
2201,Shared Dorm,1357,Alice,Neighbourhood D,Private room,177,10,177
2202,Shared Dorm,1607,Diana,Neighbourhood D,Entire home/apt,65,21,266
2203,Beach House,1940,Alice,Neighbourhood A,Shared room,436,16,4
2204,City Conda,1369,Charlie,Neighbourhood A,Private room,493,3,201
2205,City Conda,1226,Elon,Neighbourhood C,Shared room,414,10,116
2206,City Conda,1704,Elon,Neighbourhood B,Private room,274,8,231
2207,Luxury Villa,1302,Elon,Neighbourhood C,Hotel room,440,18,83
2208,Shared Dorm,1825,Bob,Neighbourhood A,Hotel room,337,4,88
2209,City Conda,1388,Bob,Neighbourhood B,Shared room,159,29,226
2210,City Conda,1376,Charlie,Neighbourhood D,Private room,269,12,110
2211,Luxury Villa,1972,Diana,Neighbourhood B,Hotel room,434,21,11
2212,Luxury Villa,1117,Bob,Neighbourhood D,Shared room,422,5,26
2213,City Conda,1004,Alice,Neighbourhood A,Shared room,396,4,104
2214,Cozy Apt,1443,Charlie,Neighbourhood B,Private room,373,19,85
2215,City Conda,1351,Diana,Neighbourhood D,Hotel room,333,19,155
2216,City Conda,1754,Alice,Neighbourhood C,Shared room,134,5,198
2217,Luxury Villa,1532,Elon,Neighbourhood C,Entire home/apt,196,15,136
2218,Luxury Villa,1663,Bob,Neighbourhood D,Entire home/apt,71,12,30
2219,City Conda,1639,Alice,Neighbourhood C,Hotel room,484,26,163
2220,City Conda,1123,Diana,Neighbourhood C,Hotel room,283,13,112
2221,City Conda,1657,Charlie,Neighbourhood B,Entire home/apt,379,6,270
2222,Luxury Villa,1276,Alice,Neighbourhood C,Shared room,330,29,286
2223,City Conda,1821,Charlie,Neighbourhood B,Private room,415,17,257
2224,City Conda,1393,Elon,Neighbourhood A,Shared room,489,27,200
2225,Beach House,1663,Diana,Neighbourhood C,Hotel room,234,20,298
2226,Cozy Apt,1359,Diana,Neighbourhood A,Hotel room,224,10,0
2227,Shared Dorm,1622,Bob,Neighbourhood C,Private room,200,14,210
2228,Cozy Apt,1468,Diana,Neighbourhood D,Shared room,279,15,264
2229,Beach House,1984,Alice,Neighbourhood D,Private room,133,10,187
2230,Shared Dorm,1627,Alice,Neighbourhood A,Shared room,392,6,240
2231,City Conda,1699,Alice,Neighbourhood A,Shared room,431,29,192
2232,Beach House,1056,Elon,Neighbourhood A,Entire home/apt,68,16,109
2233,City Conda,1250,Diana,Neighbourhood D,Shared room,265,2,110
2234,Luxury Villa,1895,Diana,Neighbourhood A,Hotel room,163,10,64
2235,Beach House,1918,Alice,Neighbourhood D,Hotel room,281,5,64
2236,Luxury Villa,1149,Bob,Neighbourhood A,Hotel room,199,27,234
2237,Beach House,1451,Bob,Neighbourhood B,Entire home/apt,465,9,94
2238,Beach House,1161,Diana,Neighbourhood B,Private room,312,19,196
2239,Luxury Villa,1119,Diana,Neighbourhood C,Hotel room,236,19,290
2240,Shared Dorm,1581,Charlie,Neighbourhood B,Hotel room,172,9,195
2241,Cozy Apt,1923,Diana,Neighbourhood A,Private room,48,16,37
2242,City Conda,1350,Alice,Neighbourhood B,Entire home/apt,219,29,38
2243,Beach House,1098,Elon,Neighbourhood B,Shared room,93,19,148
2244,City Conda,1166,Diana,Neighbourhood A,Private room,259,20,163
2245,Luxury Villa,1809,Diana,Neighbourhood B,Shared room,336,28,219
2246,City Conda,1662,Alice,Neighbourhood A,Shared room,204,25,275
2247,Luxury Villa,1837,Charlie,Neighbourhood B,Shared room,342,4,42
2248,City Conda,1975,Diana,Neighbourhood A,Private room,49,5,237
2249,Cozy Apt,1513,Bob,Neighbourhood D,Private room,305,18,162
2250,Cozy Apt,1663,Bob,Neighbourhood D,Shared room,367,8,106
2251,Cozy Apt,1400,Bob,Neighbourhood C,Entire home/apt,477,13,287
2252,Cozy Apt,1364,Elon,Neighbourhood B,Entire home/apt,255,9,291
2253,Cozy Apt,1576,Elon,Neighbourhood C,Entire home/apt,260,10,104
2254,Cozy Apt,1325,Diana,Neighbourhood A,Hotel room,130,4,68
2255,Luxury Villa,1580,Diana,Neighbourhood D,Shared room,256,19,108
2256,Beach House,1632,Diana,Neighbourhood A,Hotel room,323,4,179
2257,City Conda,1620,Elon,Neighbourhood C,Entire home/apt,67,29,131
2258,Cozy Apt,1827,Diana,Neighbourhood A,Private room,94,13,6
2259,Luxury Villa,1246,Alice,Neighbourhood A,Entire home/apt,105,23,148
2260,Luxury Villa,1433,Charlie,Neighbourhood A,Hotel room,418,17,184
2261,Luxury Villa,1092,Bob,Neighbourhood A,Hotel room,221,27,155
2262,Beach House,1267,Bob,Neighbourhood D,Entire home/apt,152,11,289
2263,City Conda,1614,Alice,Neighbourhood A,Shared room,154,2,244
2264,Beach House,1942,Diana,Neighbourhood A,Private room,56,26,271
2265,Shared Dorm,1962,Elon,Neighbourhood D,Private room,132,5,37
2266,Luxury Villa,1623,Diana,Neighbourhood A,Entire home/apt,305,25,114
2267,Shared Dorm,1320,Diana,Neighbourhood A,Shared room,89,13,118
2268,Cozy Apt,1922,Bob,Neighbourhood C,Shared room,197,22,131
2269,Cozy Apt,1815,Bob,Neighbourhood D,Entire home/apt,112,3,55
2270,Beach House,1855,Elon,Neighbourhood B,Private room,492,19,119
2271,City Conda,1061,Bob,Neighbourhood A,Private room,35,29,49
2272,Shared Dorm,1299,Diana,Neighbourhood C,Private room,486,23,81
2273,City Conda,1402,Alice,Neighbourhood D,Shared room,193,19,48
2274,Beach House,1954,Elon,Neighbourhood A,Entire home/apt,397,16,47
2275,Cozy Apt,1647,Alice,Neighbourhood B,Shared room,231,16,133
2276,City Conda,1566,Diana,Neighbourhood A,Private room,478,26,237
2277,City Conda,1619,Elon,Neighbourhood C,Shared room,424,3,172
2278,Cozy Apt,1302,Alice,Neighbourhood D,Private room,206,26,144
2279,Shared Dorm,1769,Elon,Neighbourhood C,Entire home/apt,399,28,186
2280,Cozy Apt,1252,Diana,Neighbourhood D,Private room,369,23,119
2281,City Conda,1733,Elon,Neighbourhood B,Hotel room,185,25,183
2282,Shared Dorm,1477,Diana,Neighbourhood A,Hotel room,307,9,78
2283,Shared Dorm,1368,Elon,Neighbourhood C,Entire home/apt,369,19,162
2284,Cozy Apt,1678,Elon,Neighbourhood B,Shared room,332,24,7
2285,City Conda,1940,Bob,Neighbourhood B,Shared room,131,1,98
2286,Beach House,1159,Diana,Neighbourhood A,Shared room,109,14,26
2287,City Conda,1960,Charlie,Neighbourhood C,Private room,223,28,275
2288,Luxury Villa,1165,Elon,Neighbourhood A,Hotel room,310,24,278
2289,Beach House,1204,Alice,Neighbourhood A,Entire home/apt,120,11,203
2290,Shared Dorm,1266,Bob,Neighbourhood D,Shared room,96,18,159
2291,Beach House,1137,Bob,Neighbourhood D,Shared room,244,20,177
2292,Shared Dorm,1367,Elon,Neighbourhood A,Entire home/apt,445,7,191
2293,Shared Dorm,1442,Charlie,Neighbourhood D,Private room,174,6,39
2294,Beach House,1857,Bob,Neighbourhood C,Shared room,69,12,235
2295,Shared Dorm,1759,Diana,Neighbourhood D,Private room,241,25,32
2296,Shared Dorm,1566,Elon,Neighbourhood B,Private room,315,24,28
2297,Luxury Villa,1915,Elon,Neighbourhood A,Private room,88,2,32
2298,City Conda,1720,Charlie,Neighbourhood A,Shared room,57,13,99
2299,City Conda,1016,Diana,Neighbourhood C,Shared room,76,20,144
2300,Luxury Villa,1067,Diana,Neighbourhood A,Entire home/apt,266,1,64
2301,Beach House,1132,Charlie,Neighbourhood D,Entire home/apt,146,23,121
2302,Cozy Apt,1699,Alice,Neighbourhood B,Private room,180,15,42
2303,Cozy Apt,1918,Diana,Neighbourhood A,Shared room,112,20,208
2304,Cozy Apt,1429,Alice,Neighbourhood D,Private room,86,8,229
2305,Luxury Villa,1307,Alice,Neighbourhood B,Entire home/apt,246,18,126
2306,Luxury Villa,1649,Elon,Neighbourhood A,Private room,414,15,185
2307,Shared Dorm,1173,Elon,Neighbourhood A,Hotel room,249,8,236
2308,Cozy Apt,1411,Bob,Neighbourhood A,Private room,314,2,90
2309,Beach House,1096,Elon,Neighbourhood B,Shared room,271,11,42
2310,Beach House,1682,Diana,Neighbourhood A,Private room,463,8,45
2311,Cozy Apt,1153,Diana,Neighbourhood A,Private room,349,29,24
2312,Cozy Apt,1694,Alice,Neighbourhood D,Shared room,128,13,194
2313,Cozy Apt,1241,Diana,Neighbourhood D,Hotel room,271,1,98
2314,Luxury Villa,1303,Elon,Neighbourhood D,Shared room,494,29,255
2315,Luxury Villa,1284,Elon,Neighbourhood D,Entire home/apt,232,18,293
2316,Luxury Villa,1026,Elon,Neighbourhood A,Hotel room,66,5,245
2317,City Conda,1401,Charlie,Neighbourhood B,Hotel room,275,1,165
2318,Beach House,1359,Diana,Neighbourhood A,Shared room,474,12,256
2319,Beach House,1059,Bob,Neighbourhood C,Private room,157,5,277
2320,Shared Dorm,1201,Diana,Neighbourhood B,Entire home/apt,164,21,188
2321,Luxury Villa,1761,Diana,Neighbourhood C,Entire home/apt,375,16,185
2322,City Conda,1873,Charlie,Neighbourhood A,Hotel room,372,23,181
2323,City Conda,1580,Diana,Neighbourhood B,Entire home/apt,93,18,274
2324,Beach House,1969,Alice,Neighbourhood B,Hotel room,303,2,226
2325,Luxury Villa,1369,Elon,Neighbourhood D,Hotel room,58,15,33
2326,Shared Dorm,1532,Elon,Neighbourhood A,Entire home/apt,399,28,206
2327,Luxury Villa,1151,Charlie,Neighbourhood C,Hotel room,255,22,43
2328,Cozy Apt,1101,Elon,Neighbourhood B,Private room,89,11,244
2329,Luxury Villa,1898,Alice,Neighbourhood B,Hotel room,83,29,253
2330,Cozy Apt,1999,Charlie,Neighbourhood D,Private room,357,10,108
2331,Cozy Apt,1606,Bob,Neighbourhood B,Private room,178,3,113
2332,Shared Dorm,1445,Elon,Neighbourhood D,Private room,434,13,277
2333,Beach House,1872,Diana,Neighbourhood B,Entire home/apt,87,13,236
2334,Luxury Villa,1228,Alice,Neighbourhood B,Private room,462,24,28
2335,Cozy Apt,1124,Alice,Neighbourhood A,Entire home/apt,65,3,221
2336,Luxury Villa,1769,Elon,Neighbourhood B,Shared room,174,10,270
2337,Beach House,1833,Bob,Neighbourhood D,Private room,279,4,241
2338,Beach House,1998,Diana,Neighbourhood D,Hotel room,109,14,96
2339,City Conda,1880,Bob,Neighbourhood D,Shared room,466,29,262
2340,Beach House,1937,Bob,Neighbourhood C,Shared room,44,23,6
2341,Shared Dorm,1235,Elon,Neighbourhood B,Private room,492,17,272
2342,Cozy Apt,1161,Diana,Neighbourhood A,Entire home/apt,69,1,287
2343,City Conda,1553,Elon,Neighbourhood A,Shared room,110,25,204
2344,Shared Dorm,1787,Elon,Neighbourhood C,Private room,336,15,183
2345,Luxury Villa,1352,Alice,Neighbourhood B,Shared room,222,28,57
2346,Cozy Apt,1067,Elon,Neighbourhood D,Shared room,426,22,110
2347,Beach House,1172,Charlie,Neighbourhood C,Private room,195,21,185
2348,Cozy Apt,1842,Diana,Neighbourhood C,Hotel room,487,2,130
2349,Luxury Villa,1636,Alice,Neighbourhood D,Hotel room,382,18,88
